gene	n_sections_tested	n_sections_delta_gt_0	n_sections_delta_lt_0	mean_delta	median_delta	wilcox_p	wilcox_fdr
DEFB112	10	0	3	-0.000345371648522736	0	0.18144920772142	0.639760209321045
OR4A5	10	0	2	-0.000346160264590909	0	0.371093369522698	0.801438715296161
TEX48	10	0	2	-0.000346160264590909	0	0.371093369522698	0.801438715296161
BCO1	10	4	5	-0.000346764131142467	-0.00108892016369029	1	1
PSG7	10	0	3	-0.00034682371385918	0	0.18144920772142	0.639760209321045
SHISA9	10	0	3	-0.000347618570953533	0	0.18144920772142	0.639760209321045
TRBV12-5	10	0	3	-0.000347746584547376	0	0.18144920772142	0.639760209321045
SLC1A7	10	0	2	-0.000348525647169019	0	0.371093369522698	0.801438715296161
OR51V1	10	0	2	-0.000348624554581715	0	0.371093369522698	0.801438715296161
KRTAP5-2	10	0	2	-0.000348624554581715	0	0.371093369522698	0.801438715296161
OR2T1	10	0	2	-0.000349135991720813	0	0.371093369522698	0.801438715296161
GPR84	10	3	7	-0.000349322513016244	-0.00522945225200326	0.262192602406773	0.745071428368784
MEIOC	10	0	3	-0.000350508249288805	0	0.18144920772142	0.639760209321045
FOXD3	10	1	7	-0.000350720709994199	-0.00223915804352309	0.183430618982178	0.639760209321045
PRSS55	10	0	2	-0.000351199192284145	0	0.371093369522698	0.801438715296161
KRTAP4-5	10	0	3	-0.000351207840138364	0	0.18144920772142	0.639760209321045
STAT4	10	4	6	-0.000351299770912318	-0.00418317489200287	0.540817904242618	0.885858208708872
CCDC138	10	3	7	-0.000351827214431871	-0.00561576666103451	0.414823067184775	0.801438715296161
MTNR1B	10	0	3	-0.000352388941096096	0	0.18144920772142	0.639760209321045
KRTAP19-1	10	0	3	-0.000352469442777339	0	0.18144920772142	0.639760209321045
IFNB1	10	0	3	-0.000352769664321903	0	0.18144920772142	0.639760209321045
OR8D2	10	0	3	-0.00035284428539944	0	0.18144920772142	0.639760209321045
DEFB126	10	0	2	-0.000353201675673114	0	0.371093369522698	0.801438715296161
IGLV6-57	10	3	7	-0.000354749863531589	-0.00269616057278974	0.759765825978067	0.972318037896177
SH2B2	10	2	8	-0.000354764383192409	-0.00823341043391101	0.414823067184775	0.801438715296161
SPRR5	10	0	2	-0.000355201764039179	0	0.371093369522698	0.801438715296161
NDUFA7	10	5	5	-0.000355571857211386	0.00713728400316834	1	1
PDHA2	10	0	3	-0.000356046299701929	0	0.18144920772142	0.639760209321045
TAC4	10	0	2	-0.000356303013912156	0	0.371093369522698	0.801438715296161
AC025287.4	10	0	3	-0.000356912922673077	0	0.18144920772142	0.639760209321045
OR10A7	10	0	3	-0.000357460649957088	0	0.18144920772142	0.639760209321045
IDI2	10	0	2	-0.000357785049595827	0	0.371093369522698	0.801438715296161
DCDC2B	10	0	2	-0.000357785049595827	0	0.371093369522698	0.801438715296161
CFAP206	10	2	8	-0.000358386984196733	-0.00355893952858645	0.414823067184775	0.801438715296161
OR8D1	10	0	3	-0.000358776091848581	0	0.18144920772142	0.639760209321045
USH1G	10	0	3	-0.000359052606143929	0	0.18144920772142	0.639760209321045
PRRT4	10	0	3	-0.000359290526575911	0	0.18144920772142	0.639760209321045
ATP6AP1	10	5	5	-0.000359430454394913	-0.00865781505304195	1	1
LCN8	10	0	2	-0.000359659889564735	0	0.371093369522698	0.801438715296161
FAM120B	10	4	6	-0.000359717928116932	-0.0163509329733999	1	1
BPIFB2	10	0	3	-0.000359847463238283	0	0.18144920772142	0.639760209321045
TMEM202	10	0	2	-0.000360893735089025	0	0.371093369522698	0.801438715296161
IFNA14	10	0	2	-0.000360926260694107	0	0.371093369522698	0.801438715296161
CNMD	10	0	3	-0.000361263452992802	0	0.18144920772142	0.639760209321045
WIPF3	10	4	6	-0.00036126788614395	-0.00719188634560552	1	1
TECRL	10	0	2	-0.000362305799319962	0	0.371093369522698	0.801438715296161
ANKRD30B	10	0	2	-0.000362305799319962	0	0.371093369522698	0.801438715296161
MUC12	10	2	4	-0.000363248609255902	0	0.833935414088552	1
MARCH11	10	0	3	-0.000363305611714085	0	0.18144920772142	0.639760209321045
OR10A6	10	0	3	-0.000364722491084432	0	0.18144920772142	0.639760209321045
RAB40A	10	0	3	-0.000364744254421277	0	0.18144920772142	0.639760209321045
AGXT	10	0	1	-0.000364926385450192	0	1	1
LMNTD1	10	0	3	-0.000365292112185912	0	0.18144920772142	0.639760209321045
NR2E1	10	0	3	-0.000365444463297749	0	0.18144920772142	0.639760209321045
KRTAP4-2	10	0	3	-0.000365455612122464	0	0.18144920772142	0.639760209321045
BANF2	10	0	3	-0.000366037932975925	0	0.18144920772142	0.639760209321045
TAAR2	10	0	3	-0.000366251559678263	0	0.18144920772142	0.639760209321045
A3GALT2	10	0	3	-0.00036678151392542	0	0.18144920772142	0.639760209321045
WNT16	10	0	2	-0.000367148020845547	0	0.371093369522698	0.801438715296161
OR2H2	10	0	3	-0.000367353374867417	0	0.18144920772142	0.639760209321045
TAF11L13	10	3	5	-0.000367791652168196	-0.000582966510142931	0.726286148878805	0.972318037896177
NCBP2L	10	0	3	-0.000368420945107045	0	0.18144920772142	0.639760209321045
SP8	10	0	2	-0.000368925530969136	0	0.371093369522698	0.801438715296161
TULP1	10	0	4	-0.000369109510089107	0	0.100348246462291	0.563775516315722
CRYBA4	10	0	3	-0.000369718486342376	0	0.18144920772142	0.639760209321045
TBC1D21	10	0	3	-0.000369725429052516	0	0.18144920772142	0.639760209321045
IZUMO3	10	0	2	-0.000369874051030179	0	0.371093369522698	0.801438715296161
HTR1A	10	0	2	-0.000369902024285959	0	0.371093369522698	0.801438715296161
TEX28	10	0	3	-0.000370653948944854	0	0.18144920772142	0.639760209321045
OXT	10	0	3	-0.000370859355684923	0	0.18144920772142	0.639760209321045
OTOA	10	0	2	-0.000371019563926816	0	0.371093369522698	0.801438715296161
GABRD	10	4	6	-0.000371435870802421	-0.00525828664435524	0.683480902201426	0.943844307269161
HTR1D	10	5	5	-0.000371609200198034	0.00149112100952545	0.918812683274642	1
TRAV9-1	10	0	3	-0.000371753293492935	0	0.18144920772142	0.639760209321045
FOXE1	10	0	1	-0.000371993120157395	0	1	1
KRT24	10	0	2	-0.000372326447325994	0	0.371093369522698	0.801438715296161
VPS37D	10	2	8	-0.000372467000787775	-0.00460929087205545	0.102917539402853	0.563775516315722
ASB11	10	0	3	-0.000374250212343473	0	0.18144920772142	0.639760209321045
BEST3	10	1	5	-0.000375092963246656	-0.000452714220847286	0.401678166469773	0.801438715296161
TTC34	10	0	3	-0.000376394874315687	0	0.18144920772142	0.639760209321045
OR7A10	10	0	3	-0.000376394874315687	0	0.18144920772142	0.639760209321045
CGA	10	0	3	-0.000376947471098129	0	0.18144920772142	0.639760209321045
GPAM	10	6	4	-0.000376996291987635	0.00248717762357383	1	1
PRR33	10	0	3	-0.000378147119733212	0	0.18144920772142	0.639760209321045
MAP3K19	10	0	2	-0.000378426334511371	0	0.371093369522698	0.801438715296161
SCGB1D2	10	1	4	-0.000380002741484977	0	0.589638551626567	0.906590313775391
LEUTX	10	0	3	-0.000380108354685229	0	0.18144920772142	0.639760209321045
DAOA	10	0	3	-0.000380299555672955	0	0.18144920772142	0.639760209321045
RIMS4	10	0	3	-0.000380513747691471	0	0.18144920772142	0.639760209321045
C9orf131	10	0	3	-0.000380855842506292	0	0.18144920772142	0.639760209321045
OR1D2	10	0	3	-0.000381496713586323	0	0.18144920772142	0.639760209321045
FGF8	10	0	3	-0.000381992007928836	0	0.18144920772142	0.639760209321045
PCDHB3	10	3	7	-0.000382022155203808	-0.00631968209005986	0.610298655976554	0.906590313775391
REP15	10	1	5	-0.000382487952420543	-0.000512682825857948	0.401678166469773	0.801438715296161
ZPLD1	10	1	6	-0.000382592961114294	-0.0012757130012717	0.271898710819648	0.759459182375596
MAG	10	0	3	-0.000382921531317896	0	0.18144920772142	0.639760209321045
TSGA13	10	0	2	-0.000383436300202584	0	0.371093369522698	0.801438715296161
TFAP2B	10	0	3	-0.000384480068704172	0	0.18144920772142	0.639760209321045
OR2A2	10	0	3	-0.000384782020462693	0	0.18144920772142	0.639760209321045
GPM6A	10	1	9	-0.000385492959648182	-0.0020760026451634	0.0831311427008039	0.563775516315722
GPR20	10	2	8	-0.000385505070372755	-0.00333860895430978	0.414823067184775	0.801438715296161
DCAF12L2	10	0	3	-0.000386786742833131	0	0.18144920772142	0.639760209321045
TMEM271	10	0	2	-0.000386991451814557	0	0.371093369522698	0.801438715296161
C1orf94	10	0	1	-0.000387016851233917	0	1	1
MORN4	10	4	6	-0.00038798486958248	-0.00177737255143611	0.918812683274642	1
RAVER2	10	5	5	-0.000388396396567127	-0.00164223422192689	0.918812683274642	1
SBK2	10	1	3	-0.000389038447871299	0	0.855132140584706	1
E2F6	10	0	2	-0.00038916850741992	0	0.371093369522698	0.801438715296161
MRGPRX1	10	0	2	-0.00038916850741992	0	0.371093369522698	0.801438715296161
NOL12	10	8	2	-0.000389326501530949	0.0137909969100229	0.358951435852626	0.801438715296161
CNBD1	10	0	3	-0.00039133768664731	0	0.18144920772142	0.639760209321045
NUTM2F	10	0	3	-0.000391374037511186	0	0.18144920772142	0.639760209321045
MOBP	10	0	3	-0.000391528951997546	0	0.18144920772142	0.639760209321045
MYH13	10	0	3	-0.000391713213811659	0	0.18144920772142	0.639760209321045
BOLL	10	0	3	-0.000392635675289535	0	0.18144920772142	0.639760209321045
SYCE1	10	2	5	-0.000394338036531957	-0.000593956452921975	0.799846105662473	1
LRMP	10	2	8	-0.000394911639053305	-0.00272413399600592	0.414823067184775	0.801438715296161
DPPA3	10	0	4	-0.000394920532526627	0	0.100348246462291	0.563775516315722
TRPM1	10	0	3	-0.000395329989816102	0	0.18144920772142	0.639760209321045
ACOD1	10	0	3	-0.00039576098407845	0	0.18144920772142	0.639760209321045
TMPRSS11D	10	0	2	-0.000396362609719221	0	0.371093369522698	0.801438715296161
ATCAY	10	0	2	-0.000396362609719221	0	0.371093369522698	0.801438715296161
SLC10A2	10	0	3	-0.000396963491675128	0	0.18144920772142	0.639760209321045
SFTPD	10	1	6	-0.000397199805945942	-0.00224108202817453	0.271898710819648	0.759459182375596
